-0.92575,-0.34309,1,-0.5,-0.16667,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.94155,-0.22971,1,-0.8,-0.83333,1
-0.73302,-0.78188,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.2,0,1
-0.92575,-0.34309,1,-0.9,-0.83333,1
-0.6772,-0.82152,-1,-0.7,-0.5,1
-0.48499,-0.89686,-1,-0.9,-0.83333,1
-0.48499,-0.89686,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.6,-0.5,1
-0.92575,-0.34309,1,-0.7,-0.66667,1
-0.93576,-0.27533,1,-0.8,-0.83333,1
-0.54081,-0.88097,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.6,-0.33333,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
-0.10005,-0.95494,-1,-0.9,-0.83333,1
-0.48499,-0.89686,-1,-0.4,-0.33333,1
-0.6772,-0.82152,-1,-0.7,-0.5,1
-0.6772,-0.82152,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.6772,-0.82152,-1,0,0,1
-0.54081,-0.88097,-1,-0.6,-0.33333,1
-0.6772,-0.82152,-1,-0.9,-0.83333,1
-0.73302,-0.78188,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
0.28436,-0.9792,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.3,0.16667,1
-0.29279,-0.93335,-1,-0.7,-0.66667,1
-0.54081,-0.88097,-1,-0.6,-0.5,1
-0.73302,-0.78188,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.6772,-0.82152,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,0,0.33333,1
-0.3486,-0.92485,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.2,0,1
-0.29279,-0.93335,-1,-0.8,-0.66667,1
-0.93839,-0.25525,1,-0.6,-0.5,1
-0.8694,-0.57487,-1,0.1,0.66667,1
-0.92575,-0.34309,1,0.3,0.83333,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.92575,-0.34309,1,0.3,0.83333,1
-0.92575,-0.34309,1,-0.1,0.16667,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.6772,-0.82152,-1,-0.3,0.16667,1
-0.92575,-0.34309,1,-0.3,0,1
0.092154,-0.96913,-1,-0.8,-0.83333,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.96682,0.055722,-1,-0.7,-0.5,1
-0.1564,-0.9496,-1,-0.8,-0.66667,1
0.036335,-0.96553,-1,-0.8,-0.66667,1
0.092154,-0.96913,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.73302,-0.78188,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.8,-0.83333,1
-0.8694,-0.57487,-1,0.1,0.66667,1
-0.29279,-0.93335,-1,-0.8,-0.66667,1
-0.73302,-0.78188,-1,-0.8,-0.66667,1
-0.73302,-0.78188,-1,-0.5,-0.33333,1
-0.6772,-0.82152,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.7,-0.66667,1
-0.73302,-0.78188,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.4,-0.16667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.48499,-0.89686,-1,-0.6,-0.33333,1
-0.92575,-0.34309,1,-0.1,0.5,1
-0.92575,-0.34309,1,-0.4,-0.16667,1
-0.73302,-0.78188,-1,-0.7,-0.66667,1
-0.29279,-0.93335,-1,-0.7,-0.5,1
0.28436,-0.9792,-1,-0.8,-0.83333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.4,0,1
-0.48499,-0.89686,-1,-0.7,-0.66667,1
-0.92575,-0.34309,1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.4,-0.33333,1
-0.6772,-0.82152,-1,-0.7,-0.5,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.901,-0.4683,1,-0.5,-0.33333,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.5,-0.16667,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.1564,-0.9496,-1,-0.8,-0.66667,1
-0.48499,-0.89686,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.2,0,1
-0.8694,-0.57487,-1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.8694,-0.57487,-1,-0.3,0,1
0.28436,-0.9792,-1,-0.8,-0.66667,1
0.092154,-0.96913,-1,-0.9,-0.83333,1
-0.93734,-0.26341,1,-0.7,-0.66667,1
-0.8694,-0.57487,-1,0,0.66667,1
-0.73302,-0.78188,-1,-0.3,0,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.6,-0.33333,1
-0.93049,-0.31256,1,-0.8,-0.83333,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.90205,-0.4639,1,-0.8,-0.83333,1
-0.8694,-0.57487,-1,0,0.66667,1
-0.6772,-0.82152,-1,-0.8,-0.83333,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.8694,-0.57487,-1,-0.6,-0.33333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.73302,-0.78188,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.6,-0.5,1
-0.54081,-0.88097,-1,-0.9,-0.83333,1
-0.10005,-0.95494,-1,-0.7,-0.5,1
-0.73302,-0.78188,-1,-0.8,-0.66667,1
-0.3486,-0.92485,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.5,-0.16667,1
-0.6772,-0.82152,-1,-0.5,-0.16667,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.73302,-0.78188,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.7,-0.66667,1
-0.48499,-0.89686,-1,-0.4,-0.33333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.7,-0.66667,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.8694,-0.57487,-1,-0.7,-0.5,1
-0.3486,-0.92485,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.9,-0.83333,1
-0.73302,-0.78188,-1,-0.5,-0.5,1
-0.6772,-0.82152,-1,-0.6,-0.33333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.1,0.5,1
-0.29279,-0.93335,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.73302,-0.78188,-1,-0.3,0.16667,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.48499,-0.89686,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.29279,-0.93335,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.92575,-0.34309,1,-0.2,0.16667,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.48499,-0.89686,-1,-0.9,-0.83333,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.3486,-0.92485,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.90469,-0.45259,1,-0.7,-0.66667,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.1564,-0.9496,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,0,0.5,1
-0.92575,-0.34309,1,-0.4,0,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.5,-0.16667,1
-0.29279,-0.93335,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.6772,-0.82152,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.901,-0.4683,1,-0.6,-0.5,1
-0.8694,-0.57487,-1,-0.7,-0.66667,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.3,0.16667,1
0.22854,-0.97659,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.7,-0.33333,1
-0.8694,-0.57487,-1,-0.6,-0.33333,1
-0.92575,-0.34309,1,-0.6,-0.5,1
-0.98315,0.37876,-1,-0.3,-0.16667,1
-0.73302,-0.78188,-1,-0.9,-0.83333,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
0.47657,-0.98672,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.54081,-0.88097,-1,-0.7,-0.5,1
-0.6772,-0.82152,-1,-0.6,-0.33333,1
-0.92575,-0.34309,1,-0.5,-0.16667,1
-0.73302,-0.78188,-1,-0.6,-0.33333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.8694,-0.57487,-1,0,0.66667,1
-0.48499,-0.89686,-1,-0.3,0,1
-0.73302,-0.78188,-1,-0.7,-0.5,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.92575,-0.34309,1,-0.7,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.9,-0.66667,1
-0.48499,-0.89686,-1,-0.5,-0.16667,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.91943,-0.38001,1,-0.6,-0.5,1
-0.6772,-0.82152,-1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.4,-0.33333,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,0,0.33333,1
-0.90153,-0.46611,1,-0.6,-0.5,1
-0.92575,-0.34309,1,-0.3,0.16667,1
-0.92575,-0.34309,1,-0.9,-0.66667,1
-0.92575,-0.34309,1,0.5,0.5,1
-0.6772,-0.82152,-1,-0.6,-0.5,1
-0.92575,-0.34309,1,-0.3,0.16667,1
-0.54081,-0.88097,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.4,0,1
0.28436,-0.9792,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.29279,-0.93335,-1,-0.6,-0.33333,1
-0.73302,-0.78188,-1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.9,-0.83333,1
0.22854,-0.97659,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.9,-0.83333,1
-0.54081,-0.88097,-1,-0.8,-0.66667,1
-0.10005,-0.95494,-1,-0.9,-0.83333,1
-0.54081,-0.88097,-1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.3486,-0.92485,-1,-0.9,-0.83333,1
-0.10005,-0.95494,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.4,-0.16667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.48499,-0.89686,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.6,-0.33333,1
0.28436,-0.9792,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92101,-0.37115,1,-0.5,-0.5,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
0.28436,-0.9792,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
0.28436,-0.9792,-1,-0.9,-0.83333,1
-0.93418,-0.28689,1,-0.8,-0.83333,1
-0.6772,-0.82152,-1,-0.3,0,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.6772,-0.82152,-1,-0.4,0,1
0.092154,-0.96913,-1,-0.8,-0.83333,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.10005,-0.95494,-1,-0.8,-0.83333,1
-0.29279,-0.93335,-1,-0.7,-0.5,1
-0.8694,-0.57487,-1,-0.3,0.16667,1
0.28436,-0.9792,-1,-0.9,-0.83333,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
-0.6772,-0.82152,-1,0.1,0.33333,1
-0.98736,0.49564,-1,-0.1,0.5,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.9,-0.83333,1
-0.3486,-0.92485,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.5,-0.16667,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.6,-0.5,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.4,-0.16667,1
-0.54081,-0.88097,-1,-0.7,-0.5,1
-0.73302,-0.78188,-1,-0.9,-0.83333,1
-0.90469,-0.45259,1,-0.8,-0.83333,1
-0.6772,-0.82152,-1,-0.4,0,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.2,0.16667,1
-0.8694,-0.57487,-1,-0.5,-0.16667,1
0.28436,-0.9792,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.92575,-0.34309,1,0,0.66667,1
-0.92575,-0.34309,1,0.1,0.66667,1
-0.8694,-0.57487,-1,0.3,0.5,1
-0.93523,-0.27923,1,-0.1,0.16667,1
-0.92575,-0.34309,1,-0.5,-0.16667,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.48499,-0.89686,-1,-0.9,-0.83333,1
0.28436,-0.9792,-1,-0.9,-0.83333,1
0.42075,-0.98474,-1,-0.8,-0.66667,1
-0.10005,-0.95494,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.48499,-0.89686,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.5,-0.33333,1
-0.8694,-0.57487,-1,-0.6,-0.33333,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.54081,-0.88097,-1,-0.8,-0.66667,1
-0.29279,-0.93335,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.90785,-0.43842,1,-0.8,-0.83333,1
-0.8694,-0.57487,-1,-0.3,0.16667,1
-0.92575,-0.34309,1,-0.3,0.16667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.5,-0.16667,1
-0.54081,-0.88097,-1,-0.6,-0.33333,1
-0.8694,-0.57487,-1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.3486,-0.92485,-1,-0.6,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
0.28436,-0.9792,-1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.1,0.16667,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
0.47657,-0.98672,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.29279,-0.93335,-1,-0.3,0,1
-0.29279,-0.93335,-1,-0.8,-0.66667,1
-0.29279,-0.93335,-1,-0.5,-0.16667,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
-0.6772,-0.82152,-1,-0.7,-0.5,1
-0.8694,-0.57487,-1,-0.4,0,1
-0.92101,-0.37115,1,-0.7,-0.66667,1
-0.92575,-0.34309,1,-0.3,0,1
-0.8694,-0.57487,-1,-0.4,-0.16667,1
-0.6772,-0.82152,-1,-0.8,-0.83333,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.5,1
-0.92575,-0.34309,1,-0.9,-0.83333,1
-0.6772,-0.82152,-1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.92575,-0.34309,1,0.4,0.83333,1
-0.92575,-0.34309,1,-0.2,0,1
-0.73302,-0.78188,-1,-0.9,-0.83333,1
-0.54081,-0.88097,-1,-0.5,-0.33333,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.48499,-0.89686,-1,-0.6,-0.33333,1
-0.92575,-0.34309,1,-0.2,0.33333,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.8694,-0.57487,-1,-0.7,-0.5,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
0.42075,-0.98474,-1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.4,0,1
-0.92575,-0.34309,1,-0.4,-0.16667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.9,-0.66667,1
-0.93207,-0.30178,1,-0.6,-0.5,1
-0.92575,-0.34309,1,-0.5,-0.33333,1
-0.6772,-0.82152,-1,-0.6,-0.5,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.29279,-0.93335,-1,-0.6,-0.33333,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
0.6693,-0.99256,-1,-0.8,-0.83333,1
-0.9089,-0.43354,1,-0.4,-0.5,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.5,-0.16667,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.48499,-0.89686,-1,-0.5,-0.16667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.48499,-0.89686,-1,-0.8,-0.66667,1
-0.6772,-0.82152,-1,-0.6,-0.33333,1
-0.6772,-0.82152,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.6772,-0.82152,-1,-0.7,-0.5,1
-0.48499,-0.89686,-1,-0.8,-0.83333,1
0.28436,-0.9792,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.92575,-0.34309,1,-0.8,-0.5,1
-0.6772,-0.82152,-1,-0.7,-0.66667,1
-0.10005,-0.95494,-1,-0.9,-0.83333,1
-0.48499,-0.89686,-1,-0.9,-0.83333,1
-0.48499,-0.89686,-1,-0.5,-0.16667,1
-0.29279,-0.93335,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.5,-0.16667,1
-0.92575,-0.34309,1,-0.4,0,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.5,-0.16667,1
0.22854,-0.97659,-1,-0.7,-0.5,1
-0.96472,0.02446,-1,-0.8,-0.83333,1
-0.73302,-0.78188,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.5,-0.16667,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.3,0.16667,1
-0.92575,-0.34309,1,-0.9,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.9,-0.83333,1
-0.48499,-0.89686,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.5,-0.33333,1
-0.29279,-0.93335,-1,-0.7,-0.5,1
-0.73302,-0.78188,-1,-0.4,0,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.54081,-0.88097,-1,-0.7,-0.5,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.3,0,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
0.22854,-0.97659,-1,-0.8,-0.66667,1
-0.73302,-0.78188,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.9247,-0.34952,1,-0.7,-0.66667,1
-0.92575,-0.34309,1,-0.5,-0.16667,1
-0.29279,-0.93335,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,0,0.66667,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
0.47657,-0.98672,-1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.48499,-0.89686,-1,-0.8,-0.83333,1
-0.92575,-0.34309,1,-0.4,0,1
-0.92575,-0.34309,1,-0.6,-0.5,1
-0.54081,-0.88097,-1,-0.3,-0.16667,1
-0.48499,-0.89686,-1,-0.3,0,1
-0.90047,-0.47048,1,-0.8,-0.83333,1
-0.6772,-0.82152,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.6,-0.33333,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.10005,-0.95494,-1,-0.8,-0.83333,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.8694,-0.57487,-1,-0.2,0.33333,1
-0.8694,-0.57487,-1,-0.7,-0.66667,1
0.28436,-0.9792,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.4,0,1
-0.54081,-0.88097,-1,-0.9,-0.83333,1
-0.6772,-0.82152,-1,-0.4,-0.16667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.90047,-0.47048,1,-0.3,-0.16667,1
-0.6772,-0.82152,-1,-0.9,-0.83333,1
-0.48499,-0.89686,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.1,0,1
-0.73302,-0.78188,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.8694,-0.57487,-1,0.1,0.66667,1
-0.1564,-0.9496,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.7,-0.5,1
0.47657,-0.98672,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.4,-0.33333,1
-0.73302,-0.78188,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.73302,-0.78188,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.7,-0.5,1
-0.29279,-0.93335,-1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.5,-0.33333,1
-0.92575,-0.34309,1,-0.9,-0.83333,1
-0.10005,-0.95494,-1,-0.9,-0.83333,1
-0.73302,-0.78188,-1,0.2,0.66667,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.3486,-0.92485,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.9,-0.66667,1
0.42075,-0.98474,-1,-0.9,-0.83333,1
-0.1564,-0.9496,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.8694,-0.57487,-1,-0.2,-0.16667,1
-0.92575,-0.34309,1,0.1,0.5,1
-0.73302,-0.78188,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.48499,-0.89686,-1,-0.9,-0.83333,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
-0.73302,-0.78188,-1,-0.9,-0.83333,1
-0.48499,-0.89686,-1,-0.2,0,1
0.092154,-0.96913,-1,-0.7,-0.66667,1
-0.48499,-0.89686,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.2,0.16667,1
-0.6772,-0.82152,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.7,-0.5,1
-0.54081,-0.88097,-1,-0.7,-0.5,1
-0.48499,-0.89686,-1,-0.4,-0.16667,1
-0.8694,-0.57487,-1,0,0.33333,1
-0.8694,-0.57487,-1,-0.2,0.33333,1
-0.93207,-0.30178,1,-0.8,-0.83333,1
-0.92575,-0.34309,1,-0.9,-0.83333,1
-0.6772,-0.82152,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.4,0,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
-0.92575,-0.34309,1,-0.2,0.16667,1
-0.54081,-0.88097,-1,-0.5,-0.16667,1
-0.6772,-0.82152,-1,-0.7,-0.5,1
-0.48499,-0.89686,-1,-0.8,-0.66667,1
-0.54081,-0.88097,-1,-0.8,-0.66667,1
-0.6772,-0.82152,-1,-0.9,-0.83333,1
-0.8694,-0.57487,-1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.4,-0.16667,1
-0.10005,-0.95494,-1,-0.6,-0.66667,1
-0.10005,-0.95494,-1,-0.9,-0.83333,1
-0.73302,-0.78188,-1,-0.8,-0.66667,1
-0.48499,-0.89686,-1,-0.9,-0.83333,1
-0.90837,-0.43599,1,-0.8,-0.83333,1
-0.29279,-0.93335,-1,-0.9,-0.83333,1
-0.6772,-0.82152,-1,-0.5,-0.33333,1
-0.6772,-0.82152,-1,-0.8,-0.83333,1
-0.6772,-0.82152,-1,-0.7,-0.5,1
-0.8694,-0.57487,-1,-0.7,-0.5,1
0.47657,-0.98672,-1,-0.9,-0.83333,1
-0.54081,-0.88097,-1,-0.6,-0.5,1
-0.6772,-0.82152,-1,0.1,0.5,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92048,-0.37413,1,-0.7,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,0.3,0.5,1
-0.6772,-0.82152,-1,-0.7,-0.66667,1
-0.10005,-0.95494,-1,-0.6,-0.33333,1
-0.48499,-0.89686,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.5,-0.16667,1
0.036335,-0.96553,-1,-0.7,-0.66667,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.6,-0.33333,1
0.22854,-0.97659,-1,-0.5,-0.16667,1
-0.92575,-0.34309,1,-0.4,-0.16667,1
-0.92575,-0.34309,1,-0.4,-0.16667,1
-0.92575,-0.34309,1,-0.6,-0.5,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.92575,-0.34309,1,-0.8,-0.66667,1
-0.8694,-0.57487,-1,-0.9,-0.83333,1
-0.92575,-0.34309,1,-0.5,-0.33333,1
0.6693,-0.99256,-1,-0.9,-0.83333,1
-0.48499,-0.89686,-1,-0.4,-0.16667,1
-0.8694,-0.57487,-1,-0.6,-0.33333,1
-0.8694,-0.57487,-1,-0.8,-0.83333,1
